customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01274,Male,0,No,No,32,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.49,1894.56,0
CUST01275,Female,0,No,Yes,58,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Two year,No,Electronic check,72.24,4198.43,0
CUST01276,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,One year,No,Mailed check,33.19,841.29,0
CUST01277,Male,0,No,Yes,20,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,94.72,1891.11,0
CUST01278,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card,94.23,4527.24,0
CUST01279,Female,0,Yes,No,70,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,93.07,6505.47,0
CUST01280,Female,0,No,Yes,70,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,52.1,3655.1,0
CUST01281,Male,0,Yes,Yes,65,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,69.78,4535.6,0
CUST01282,Male,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,37.39,1331.62,0
CUST01283,Male,0,Yes,No,13,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,63.8,842.26,0
CUST01284,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,115.53,8218.63,1
CUST01285,Female,0,Yes,No,6,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,50.25,295.3,0
CUST01286,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,24.89,915.78,0
CUST01287,Female,0,No,No,44,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,51.24,2265.44,1
CUST01288,Female,0,No,Yes,21,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,103.51,2187.96,1
CUST01289,Male,0,No,No,43,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,110.68,4760.23,0
CUST01290,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,20.95,726.89,0
CUST01291,Male,0,No,No,59,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card,68.03,3994.5,0
CUST01292,Female,0,No,No,2,No,Yes,No,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,114.81,216.21,0
CUST01293,Male,0,Yes,No,66,Yes,No,No,No,No,No,No,Yes,No internet service,One year,Yes,Credit card,32.57,2164.17,0
CUST01294,Female,0,No,No,71,Yes,Yes,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,26.26,1871.34,0
CUST01295,Female,1,No,No,54,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,95.81,5179.38,0
CUST01296,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,84.0,678.22,0
CUST01297,Male,0,No,No,68,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,92.12,6248.59,0
CUST01298,Male,1,No,Yes,27,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,47.18,1288.43,0
CUST01299,Female,0,Yes,No,14,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card,60.33,828.53,1
CUST01300,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card,77.36,2308.98,0
CUST01301,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,96.11,5583.92,0
CUST01302,Male,0,Yes,Yes,53,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.87,2738.68,0
CUST01303,Female,1,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card,60.55,4069.01,0
CUST01304,Female,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,No,Mailed check,73.64,3396.5,0
CUST01305,Male,0,Yes,No,41,Yes,No,No,Yes,No,No internet service,No,Yes,No,One year,Yes,Mailed check,20.63,855.52,0
CUST01306,Female,0,No,Yes,22,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,104.7,2300.32,0
CUST01307,Female,1,Yes,Yes,64,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,82.4,5275.96,0
CUST01308,Male,0,Yes,No,53,Yes,No,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,28.24,1494.61,0
CUST01309,Female,0,Yes,Yes,10,Yes,No phone service,No,No,No,No,No,Yes,No,Two year,Yes,Electronic check,55.34,562.99,0
CUST01310,Male,1,Yes,Yes,62,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,Two year,No,Bank transfer,37.91,2335.27,0
CUST01311,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer,23.97,501.55,0
CUST01312,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,51.11,2720.5,0
CUST01313,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,107.3,3744.31,0
CUST01314,Female,1,No,No,57,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,26.74,1521.66,0
CUST01315,Female,0,No,Yes,19,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Mailed check,107.73,2038.51,0
CUST01316,Female,0,Yes,No,15,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer,41.82,625.2,0
CUST01317,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No,No,No,Yes,No,Two year,No,Electronic check,115.53,6336.17,1
CUST01318,Female,0,No,Yes,49,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Electronic check,41.97,2055.54,0
CUST01319,Male,0,No,No,65,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.6,6860.27,0
CUST01320,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,111.77,1358.74,0
CUST01321,Male,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,112.21,1561.1,0
CUST01322,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,32.38,832.24,0
CUST01323,Female,1,Yes,No,7,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card,87.11,595.79,0
CUST01324,Male,0,No,No,69,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,102.34,7051.45,0
CUST01325,Male,1,No,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer,93.59,4603.65,0
CUST01326,Male,0,No,No,66,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Two year,No,Electronic check,67.35,4450.2,0
CUST01327,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,114.14,2834.12,0
CUST01328,Female,0,Yes,No,35,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,37.98,1310.68,0
CUST01329,Male,0,Yes,Yes,20,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,107.76,2136.28,0
CUST01330,Female,1,Yes,Yes,51,Yes,Yes,No,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card,44.11,2239.73,0
CUST01331,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,65.05,632.8,0
CUST01332,Male,0,No,No,7,Yes,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.25,446.43,0
CUST01333,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,48.94,2738.15,0
CUST01334,Female,0,No,Yes,45,Yes,No phone service,DSL,No internet service,No,No,No,No,No internet service,One year,Yes,Bank transfer,48.41,2158.76,0
CUST01335,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card,57.36,38.02,0
CUST01336,Male,0,No,Yes,63,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,21.29,1346.06,0
CUST01337,Female,0,No,No,51,No,Yes,No,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer,44.2,2262.11,0
CUST01338,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,115.12,7386.27,0
CUST01339,Female,0,No,No,10,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,91.91,918.45,0
CUST01340,Male,0,Yes,Yes,5,No,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card,64.47,325.07,0
CUST01341,Female,0,No,Yes,63,Yes,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card,20.1,1270.0,0
CUST01342,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,One year,No,Electronic check,90.81,4913.67,0
CUST01343,Male,0,Yes,No,43,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,69.29,2976.08,0
CUST01344,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,No,Mailed check,85.63,1132.59,0
CUST01345,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,59.43,237.68,0
CUST01346,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,20.08,467.03,0
CUST01347,Male,1,Yes,No,49,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,78.36,3849.55,0
CUST01348,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Electronic check,98.83,6918.88,0
CUST01349,Male,0,No,No,1,Yes,No phone service,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,41.66,47.66,0
CUST01350,Female,1,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.27,776.99,0
CUST01351,Female,1,No,No,1,No,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,55.15,61.18,0
CUST01352,Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.32,6094.0,1
CUST01353,Female,1,No,No,44,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,63.79,2802.39,0
CUST01354,Female,0,Yes,No,7,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,26.27,171.44,0
CUST01355,Female,0,No,No,57,Yes,Yes,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.92,4149.71,0
CUST01356,Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,80.76,466.06,0
CUST01357,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer,51.97,3689.71,0
CUST01358,Female,0,No,No,20,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,27.76,552.42,0
CUST01359,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.31,4368.88,0
CUST01360,Female,0,No,No,0,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,74.09,2.49,0
CUST01361,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.97,466.37,0
CUST01362,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card,38.74,1821.23,0
CUST01363,Female,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Electronic check,74.6,205.75,0
CUST01364,Female,1,No,No,33,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,50.96,1678.31,0
CUST01365,Female,1,No,Yes,31,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,89.12,2779.21,0
CUST01366,Male,0,Yes,No,2,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,54.88,127.86,0
CUST01367,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer,67.05,4506.19,0
CUST01368,Male,0,No,Yes,56,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,25.97,1451.56,0
CUST01369,Female,1,No,No,23,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card,66.1,1515.47,0
CUST01370,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,21.01,663.8,0
CUST01371,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,56.07,97.87,0
CUST01372,Female,0,No,No,3,Yes,Yes,No,No,No,No internet service,No,Yes,No,One year,Yes,Electronic check,51.02,169.09,0
CUST01373,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.62,2780.14,0
CUST01374,Male,0,No,No,69,Yes,No,No,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,96.88,6697.59,0
CUST01375,Male,0,No,Yes,48,No,No,No,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,61.88,2954.23,1
CUST01376,Female,0,No,Yes,29,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,117.59,3396.98,0
CUST01377,Male,0,Yes,No,71,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,45.01,3177.1,0
CUST01378,Female,1,No,No,15,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer,36.58,546.55,0
CUST01379,Female,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,101.43,5271.76,0
CUST01380,Female,1,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,71.01,368.39,0
CUST01381,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,39.53,890.37,0
CUST01382,Male,0,Yes,No,27,Yes,No,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Credit card,53.29,1439.5,1
CUST01383,Female,0,No,Yes,20,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,29.47,599.04,0
CUST01384,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,89.62,632.86,0
CUST01385,Female,1,Yes,No,35,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,69.68,2457.38,1
CUST01386,Male,0,No,Yes,8,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer,76.43,626.65,0
CUST01387,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,27.43,1056.68,0
CUST01388,Male,0,Yes,No,50,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,89.93,4492.19,0
CUST01389,Male,0,No,No,0,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.38,9.87,0
CUST01390,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,36.0,2228.85,0
CUST01391,Female,0,No,No,67,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,62.47,4182.4,0
CUST01392,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,105.46,2625.01,0
CUST01393,Female,1,No,No,39,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,57.15,2215.49,0
CUST01394,Male,0,No,No,2,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,30.9,68.08,0
CUST01395,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,114.22,933.28,0
CUST01396,Male,0,Yes,No,31,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,83.92,2618.64,1
CUST01397,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,50.16,3325.22,0
CUST01398,Female,1,No,Yes,3,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,78.29,254.1,0
CUST01399,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Electronic check,29.03,132.39,0
CUST01400,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Credit card,76.43,1908.05,0
CUST01401,Male,0,Yes,No,1,Yes,No,No,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer,101.93,87.52,0
CUST01402,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,33.84,2198.63,0
CUST01403,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card,103.46,190.34,0
CUST01404,Female,0,Yes,Yes,34,Yes,Yes,No,No,Yes,No,No,No,No,Two year,Yes,Bank transfer,75.29,2566.97,0
CUST01405,Female,0,No,No,58,No,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,39.24,2273.75,0
CUST01406,Female,0,No,No,37,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,41.13,1536.71,0
CUST01407,Male,0,No,No,32,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,108.31,3455.16,0
CUST01408,Male,0,No,Yes,14,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,One year,No,Electronic check,67.58,941.88,0
CUST01409,Female,0,No,No,13,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,No,Credit card,48.28,607.69,0
CUST01410,Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Electronic check,45.25,2939.89,0
CUST01411,Female,0,No,Yes,44,Yes,No,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,60.01,2623.77,0
CUST01412,Male,0,No,No,47,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,97.77,4612.47,0
CUST01413,Female,0,No,No,43,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,22.67,992.87,0
CUST01414,Female,0,Yes,No,36,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,30.77,1109.88,0
CUST01415,Female,0,No,Yes,28,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,64.47,1802.64,1
CUST01416,Male,1,No,Yes,33,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,No,Electronic check,110.77,3654.44,0
CUST01417,Male,0,No,No,58,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Credit card,108.36,6278.75,0
CUST01418,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,One year,No,Bank transfer,98.12,4118.52,0
CUST01419,Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer,117.88,3772.21,0
CUST01420,Male,1,No,No,18,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,30.76,572.18,0
CUST01421,Male,0,Yes,Yes,7,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,108.34,754.39,0
CUST01422,Male,1,No,No,30,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,22.0,670.08,0
CUST01423,Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,61.51,624.39,0
CUST01424,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer,42.55,316.22,0
CUST01425,Female,0,No,No,24,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,56.29,1332.99,0
CUST01426,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,117.4,2214.08,0
CUST01427,Male,1,Yes,Yes,37,Yes,No,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Mailed check,52.9,1960.34,1
CUST01428,Female,0,No,No,6,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,82.95,496.77,0
CUST01429,Male,0,Yes,Yes,38,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,88.84,3380.65,0
CUST01430,Male,0,Yes,No,71,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,74.96,5323.5,0
CUST01431,Male,0,No,No,19,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Mailed check,29.1,563.51,0
CUST01432,Female,0,Yes,Yes,10,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,105.6,1071.56,0
CUST01433,Female,0,Yes,No,15,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,98.73,1482.29,0
CUST01434,Female,1,No,Yes,41,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,No,Credit card,94.95,3876.51,1
CUST01435,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,111.05,5647.92,0
CUST01436,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer,54.74,1959.58,0
CUST01437,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,77.61,3972.54,0
CUST01438,Female,0,No,No,8,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,98.33,789.83,0
CUST01439,Male,0,No,Yes,34,Yes,No,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,64.44,2186.02,0
CUST01440,Male,1,No,Yes,66,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Two year,No,Mailed check,116.3,7670.3,0
CUST01441,Female,0,No,Yes,6,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No,One year,No,Electronic check,104.87,611.67,0
CUST01442,Female,0,Yes,Yes,1,No,No,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,73.06,64.18,1
CUST01443,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,34.73,827.92,1
CUST01444,Male,1,Yes,No,40,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,70.37,2798.23,0
CUST01445,Male,0,Yes,No,51,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,40.69,2071.84,0
CUST01446,Female,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,60.66,3877.8,1
CUST01447,Female,0,No,Yes,37,Yes,No,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,46.55,1740.4,0
CUST01448,Female,0,Yes,No,66,Yes,No,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,101.29,6684.08,1
CUST01449,Female,0,No,No,41,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,45.94,1889.9,0
CUST01450,Female,0,Yes,No,70,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer,79.15,5555.67,0
CUST01451,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,25.22,1352.02,0
CUST01452,Female,0,No,Yes,66,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,95.39,6300.48,1
CUST01453,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,64.89,4088.9,0
CUST01454,Male,0,Yes,No,3,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,61.6,177.63,0
CUST01455,Male,0,Yes,No,30,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Two year,No,Bank transfer,63.52,1903.69,0
CUST01456,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer,91.28,1078.33,0
